id,sentence_text,label,label_text,control,framework,criterion,source,seed_id,seed_text,validated
P00095,"A critical oversight was identified in the broadband router installation, namely the lack of firewall configuration.",0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,no firewall at the network boundary,llm_paraphrase,S0016,The broadband router was installed without any firewall configuration.,False
P00096,The organisation's security protocol dictates that the broadband router must have firewall configuration; installation without this is unacceptable.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,no firewall at the network boundary,llm_paraphrase,S0016,The broadband router was installed without any firewall configuration.,False
P00097,All staff are required to ensure software firewalls are enabled on all office computers at all times.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0017,Software firewalls have been turned off on several office computers.,False
P00098,The absence of software firewalls on office computers is strictly prohibited.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0017,Software firewalls have been turned off on several office computers.,False
P00099,Compliance with this policy dictates that software firewalls are always active on office computers.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0017,Software firewalls have been turned off on several office computers.,False
P00100,Failure to enable software firewalls on office computers will result in immediate disciplinary action.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0017,Software firewalls have been turned off on several office computers.,False
P00101,Regular audits will be conducted to verify software firewalls are enabled on all office computers.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0017,Software firewalls have been turned off on several office computers.,False
P00102,Non-compliance with this policy will be recorded in staff personnel records and used for future disciplinary action.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0017,Software firewalls have been turned off on several office computers.,False
P00103,Staff laptops used away from the home must be configured to have a firewall enabled at all times.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0018,Staff laptops used away from the home do not have a firewall enabled.,False
P00104,All staff laptops used outside the care home premises must have a firewall enabled.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0018,Staff laptops used away from the home do not have a firewall enabled.,False
P00105,Laptops used by staff for personal use outside the home are not permitted without a firewall.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0018,Staff laptops used away from the home do not have a firewall enabled.,False
P00106,The use of staff laptops away from the care home is subject to a firewall requirement.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0018,Staff laptops used away from the home do not have a firewall enabled.,False
P00107,Firewalls must be enabled on all staff laptops when used away from the home premises.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0018,Staff laptops used away from the home do not have a firewall enabled.,False
P00108,Laptops used by care home staff for personal purposes outside the premises do not have a firewall enabled.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0018,Staff laptops used away from the home do not have a firewall enabled.,False
P00109,"The router's default password remains unchanged, as per policy, and must be updated forthwith.",0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0019,The router is still using the default password printed on the label.,False
P00110,"The router continues to utilise its default password, which is contrary to established protocol.",0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0019,The router is still using the default password printed on the label.,False
P00111,"The router's default password has not been modified, in breach of our security protocols.",0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0019,The router is still using the default password printed on the label.,False
P00112,"The default password on the router has not been modified, as required by our data protection procedures.",0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0019,The router is still using the default password printed on the label.,False
P00113,"The router is still using its default password, in direct contravention of our IT security guidelines.",0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0019,The router is still using the default password printed on the label.,False
P00114,"The router's default password has not been altered, contrary to our organisation's standard security practices.",0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0019,The router is still using the default password printed on the label.,False
P00115,The manufacturer's password was not updated during firewall configuration.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0020,Nobody changed the manufacturer's password when the firewall was set up.,False
P00116,Failure to update the manufacturer's password when setting up the firewall is a critical control breach.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0020,Nobody changed the manufacturer's password when the firewall was set up.,False
P00117,The firewall's manufacturer password was not modified when the system was initially set up.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0020,Nobody changed the manufacturer's password when the firewall was set up.,False
P00118,The failure to update the manufacturer's password during firewall installation is a significant security vulnerability.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0020,Nobody changed the manufacturer's password when the firewall was set up.,False
P00119,The setting up of the firewall did not involve updating the manufacturer's password.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0020,Nobody changed the manufacturer's password when the firewall was set up.,False
P00120,Not updating the manufacturer's password during firewall setup constitutes a critical compliance failure.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0020,Nobody changed the manufacturer's password when the firewall was set up.,False
P00121,Internet incoming connections are not adequately restricted.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections open or unrestricted,llm_paraphrase,S0021,Incoming connections from the internet are not restricted.,False
P00122,Staff are not required to restrict incoming internet connections.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections open or unrestricted,llm_paraphrase,S0021,Incoming connections from the internet are not restricted.,False
P00123,Incoming internet connections are not subject to mandatory filtering.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections open or unrestricted,llm_paraphrase,S0021,Incoming connections from the internet are not restricted.,False
P00124,No filtering mechanism is in place to restrict incoming internet connections.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections open or unrestricted,llm_paraphrase,S0021,Incoming connections from the internet are not restricted.,False
P00125,Incoming internet connections are not restricted by default settings.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections open or unrestricted,llm_paraphrase,S0021,Incoming connections from the internet are not restricted.,False
P00126,Internet incoming connections are not subject to restrictive security protocols.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections open or unrestricted,llm_paraphrase,S0021,Incoming connections from the internet are not restricted.,False
P00127,The firewall's default configuration enables unrestricted inbound traffic.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections open or unrestricted,llm_paraphrase,S0022,The firewall allows all inbound traffic through by default.,False
P00128,"By default, the firewall allows all inbound traffic.",0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections open or unrestricted,llm_paraphrase,S0022,The firewall allows all inbound traffic through by default.,False
