id,sentence_text,label,label_text,control,framework,criterion,source,seed_id,seed_text,validated
P00043,Incoming traffic not reviewed for approval at the network boundary is not permitted.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections blocked by default,llm_paraphrase,S0008,Unapproved incoming traffic is denied at the network boundary.,False
P00044,All incoming traffic is subject to approval prior to reaching the network boundary.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections blocked by default,llm_paraphrase,S0008,Unapproved incoming traffic is denied at the network boundary.,False
P00045,Rejection of unapproved incoming traffic at the network boundary is mandatory.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections blocked by default,llm_paraphrase,S0008,Unapproved incoming traffic is denied at the network boundary.,False
P00046,Approval for incoming traffic is required before it is allowed to pass the network boundary.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections blocked by default,llm_paraphrase,S0008,Unapproved incoming traffic is denied at the network boundary.,False
P00047,Unapproved incoming traffic is systematically blocked at the network boundary.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections blocked by default,llm_paraphrase,S0008,Unapproved incoming traffic is denied at the network boundary.,False
P00048,Network boundary traffic not cleared for approval is automatically and permanently denied entry.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections blocked by default,llm_paraphrase,S0008,Unapproved incoming traffic is denied at the network boundary.,False
P00049,Firewall rules are reviewed by our IT provider on a regular six-monthly basis.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,firewall rules reviewed periodically,llm_paraphrase,S0009,Firewall rules are reviewed by our IT provider every six months.,False
P00050,Our IT provider conducts a six-monthly review of our firewall rules.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,firewall rules reviewed periodically,llm_paraphrase,S0009,Firewall rules are reviewed by our IT provider every six months.,False
P00051,The firewall rules are reviewed and updated by our IT provider every six months.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,firewall rules reviewed periodically,llm_paraphrase,S0009,Firewall rules are reviewed by our IT provider every six months.,False
P00052,Our IT provider updates our firewall rules in accordance with a six-monthly review.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,firewall rules reviewed periodically,llm_paraphrase,S0009,Firewall rules are reviewed by our IT provider every six months.,False
P00053,The IT provider's six-monthly review of our firewall rules is a critical component of our security policy.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,firewall rules reviewed periodically,llm_paraphrase,S0009,Firewall rules are reviewed by our IT provider every six months.,False
P00054,"As part of our regular security protocol, our firewall rules are reviewed and updated by our IT provider every six months.",1,COMPLIANT,CE1_Firewalls,Cyber Essentials,firewall rules reviewed periodically,llm_paraphrase,S0009,Firewall rules are reviewed by our IT provider every six months.,False
P00055,We conduct a firewall configuration audit as part of our annual IT review process.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,firewall rules reviewed periodically,llm_paraphrase,S0010,We check the firewall configuration as part of our annual IT review.,False
P00056,Our annual IT review includes a check of the firewall configuration.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,firewall rules reviewed periodically,llm_paraphrase,S0010,We check the firewall configuration as part of our annual IT review.,False
P00057,The firewall configuration is assessed as part of our scheduled IT review procedures.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,firewall rules reviewed periodically,llm_paraphrase,S0010,We check the firewall configuration as part of our annual IT review.,False
P00058,"During our annual IT review, we verify the firewall configuration.",1,COMPLIANT,CE1_Firewalls,Cyber Essentials,firewall rules reviewed periodically,llm_paraphrase,S0010,We check the firewall configuration as part of our annual IT review.,False
P00059,Our IT review protocol includes a check of the firewall configuration.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,firewall rules reviewed periodically,llm_paraphrase,S0010,We check the firewall configuration as part of our annual IT review.,False
P00060,The firewall configuration is scrutinised during our annual IT review.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,firewall rules reviewed periodically,llm_paraphrase,S0010,We check the firewall configuration as part of our annual IT review.,False
P00061,The firewall's internet-facing interface is inaccessible.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,admin interface protected / not internet-facing,llm_paraphrase,S0011,The firewall's administrative interface is not accessible from the internet.,False
P00062,The firewall's admin panel is not reachable from the internet.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,admin interface protected / not internet-facing,llm_paraphrase,S0011,The firewall's administrative interface is not accessible from the internet.,False
P00063,The firewall's configuration restricts internet access.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,admin interface protected / not internet-facing,llm_paraphrase,S0011,The firewall's administrative interface is not accessible from the internet.,False
P00064,Internet access to the firewall's admin interface is not permitted.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,admin interface protected / not internet-facing,llm_paraphrase,S0011,The firewall's administrative interface is not accessible from the internet.,False
P00065,The firewall's admin interface cannot be accessed via the internet.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,admin interface protected / not internet-facing,llm_paraphrase,S0011,The firewall's administrative interface is not accessible from the internet.,False
P00066,The firewall's internet interface is not available.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,admin interface protected / not internet-facing,llm_paraphrase,S0011,The firewall's administrative interface is not accessible from the internet.,False
P00067,Multi-factor authentication is mandatory for all remote router management.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,admin interface protected / not internet-facing,llm_paraphrase,S0012,Remote management of the router requires multi-factor authentication.,False
P00068,Remote access to the router must be secured with multi-factor authentication.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,admin interface protected / not internet-facing,llm_paraphrase,S0012,Remote management of the router requires multi-factor authentication.,False
P00069,All staff must use multi-factor authentication when accessing the router remotely.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,admin interface protected / not internet-facing,llm_paraphrase,S0012,Remote management of the router requires multi-factor authentication.,False
P00070,Multi-factor authentication is a mandatory security requirement for remote router management.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,admin interface protected / not internet-facing,llm_paraphrase,S0012,Remote management of the router requires multi-factor authentication.,False
P00071,Remote router management must always be conducted with multi-factor authentication enabled.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,admin interface protected / not internet-facing,llm_paraphrase,S0012,Remote management of the router requires multi-factor authentication.,False
P00072,Guest Wi-Fi for visitors and residents is isolated from the staff network,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,boundary firewall in place and configured,llm_paraphrase,S0013,Guest Wi-Fi for visitors and residents is kept separate from the staff network.,False
P00073,The care home maintains separate Wi-Fi networks for visitors and residents from staff,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,boundary firewall in place and configured,llm_paraphrase,S0013,Guest Wi-Fi for visitors and residents is kept separate from the staff network.,False
P00074,It is essential that guest Wi-Fi for visitors and residents is segregated from the staff network,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,boundary firewall in place and configured,llm_paraphrase,S0013,Guest Wi-Fi for visitors and residents is kept separate from the staff network.,False
P00075,Visitors and residents' Wi-Fi access is separated from staff network,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,boundary firewall in place and configured,llm_paraphrase,S0013,Guest Wi-Fi for visitors and residents is kept separate from the staff network.,False
P00076,Guest Wi-Fi must be kept on a separate network from the staff one,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,boundary firewall in place and configured,llm_paraphrase,S0013,Guest Wi-Fi for visitors and residents is kept separate from the staff network.,False
P00077,Separate Wi-Fi networks are kept for visitors/residents and staff,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,boundary firewall in place and configured,llm_paraphrase,S0013,Guest Wi-Fi for visitors and residents is kept separate from the staff network.,False
P00078,All unused ports on network equipment have been securely disabled.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections blocked by default,llm_paraphrase,S0014,Unused ports on the network equipment have been disabled.,False
P00079,Unused network ports have been deactivated to prevent unauthorized access.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections blocked by default,llm_paraphrase,S0014,Unused ports on the network equipment have been disabled.,False
P00080,Port configurations have been updated to ensure all unused ports are disabled.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections blocked by default,llm_paraphrase,S0014,Unused ports on the network equipment have been disabled.,False
P00081,Unused network ports are now inactive to prevent malicious use.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections blocked by default,llm_paraphrase,S0014,Unused ports on the network equipment have been disabled.,False
P00082,All non-functional ports on the network equipment have been disabled.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections blocked by default,llm_paraphrase,S0014,Unused ports on the network equipment have been disabled.,False
P00083,Network port configurations have been modified to disable all unused connections.,1,COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections blocked by default,llm_paraphrase,S0014,Unused ports on the network equipment have been disabled.,False
P00084,The home's network is not secured by a firewall to prevent internet access,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,no firewall at the network boundary,llm_paraphrase,S0015,There is no firewall protecting the home's network from the internet.,False
P00085,No firewall is in place to protect the home's network from internet threat,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,no firewall at the network boundary,llm_paraphrase,S0015,There is no firewall protecting the home's network from the internet.,False
P00086,The network is not firewall-protected to the internet,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,no firewall at the network boundary,llm_paraphrase,S0015,There is no firewall protecting the home's network from the internet.,False
P00087,A firewall is absent to safeguard the home's network from internet exposure,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,no firewall at the network boundary,llm_paraphrase,S0015,There is no firewall protecting the home's network from the internet.,False
P00088,The home's network is not secured due to the lack of a firewall against internet access,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,no firewall at the network boundary,llm_paraphrase,S0015,There is no firewall protecting the home's network from the internet.,False
P00089,No firewall exists to shield the home's network from internet traffic,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,no firewall at the network boundary,llm_paraphrase,S0015,There is no firewall protecting the home's network from the internet.,False
P00090,The broadband router's installation was incomplete without a firewall configuration.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,no firewall at the network boundary,llm_paraphrase,S0016,The broadband router was installed without any firewall configuration.,False
P00091,No firewall configuration was applied during the broadband router's installation.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,no firewall at the network boundary,llm_paraphrase,S0016,The broadband router was installed without any firewall configuration.,False
P00092,The broadband router's installation failed to include a configured firewall.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,no firewall at the network boundary,llm_paraphrase,S0016,The broadband router was installed without any firewall configuration.,False
P00093,A firewall configuration was not provided during the broadband router's installation.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,no firewall at the network boundary,llm_paraphrase,S0016,The broadband router was installed without any firewall configuration.,False
P00094,The broadband router installation lacked a firewall configuration.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,no firewall at the network boundary,llm_paraphrase,S0016,The broadband router was installed without any firewall configuration.,False
P00095,The broadband router's installation did not include a configured firewall.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,no firewall at the network boundary,llm_paraphrase,S0016,The broadband router was installed without any firewall configuration.,False
P00096,Firewalls on office computers are currently disabled as a precautionary measure.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0017,Software firewalls have been turned off on several office computers.,False
P00097,All applicable software firewalls have been deactivated on staff computers for security reasons.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0017,Software firewalls have been turned off on several office computers.,False
P00098,The IT policy requires firewalls to be turned off on all office computers for enhanced security.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0017,Software firewalls have been turned off on several office computers.,False
P00099,Our standard operating procedure dictates that all office computers' firewalls are disabled for security purposes.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0017,Software firewalls have been turned off on several office computers.,False
P00100,"In line with our IT guidelines, the firewalls on office computers have been deactivated for maximum security.",0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0017,Software firewalls have been turned off on several office computers.,False
P00101,Our policy directives state that firewalls on office computers must be deactivated to maintain a secure computing environment.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0017,Software firewalls have been turned off on several office computers.,False
P00102,Staff laptops accessed outside the home must have a firewall enabled,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0018,Staff laptops used away from the home do not have a firewall enabled.,False
P00103,Laptops used remotely must be equipped with a firewall,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0018,Staff laptops used away from the home do not have a firewall enabled.,False
P00104,Firewalls are mandatory for laptops used outside the premises,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0018,Staff laptops used away from the home do not have a firewall enabled.,False
P00105,All staff laptops used remotely must have a firewall,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0018,Staff laptops used away from the home do not have a firewall enabled.,False
P00106,Remote laptop access requires a firewall to be installed,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0018,Staff laptops used away from the home do not have a firewall enabled.,False
P00107,Laptops taken off-site must have a firewall enabled before use,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,firewalls disabled or absent on devices,llm_paraphrase,S0018,Staff laptops used away from the home do not have a firewall enabled.,False
P00108,"The router's default password has not been changed, contravening our policy on secure network access.",0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0019,The router is still using the default password printed on the label.,False
P00109,"Our network access protocol requires a unique password, which is not the case here.",0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0019,The router is still using the default password printed on the label.,False
P00110,Failure to update the router's password is a breach of our IT security policy.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0019,The router is still using the default password printed on the label.,False
P00111,The current default password is in breach of our organisation's policy on secure network configuration.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0019,The router is still using the default password printed on the label.,False
P00112,"Contrary to policy, the router's default password remains unchanged.",0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0019,The router is still using the default password printed on the label.,False
P00113,"Our network security policy dictates the use of unique passwords, and this has not been observed.",0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0019,The router is still using the default password printed on the label.,False
P00114,The firewall's configuration was not updated to reflect the manufacturer's new password.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0020,Nobody changed the manufacturer's password when the firewall was set up.,False
P00115,"When setting up the firewall, the manufacturer's password was not changed.",0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0020,Nobody changed the manufacturer's password when the firewall was set up.,False
P00116,"During the firewall setup, the manufacturer's password was not altered as required.",0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0020,Nobody changed the manufacturer's password when the firewall was set up.,False
P00117,The firewall's password was not updated to match the manufacturer's new credentials.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0020,Nobody changed the manufacturer's password when the firewall was set up.,False
P00118,The setup of the firewall did not include changing the manufacturer's password.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0020,Nobody changed the manufacturer's password when the firewall was set up.,False
P00119,The manufacturer's password was not updated during the firewall installation process.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,default router/firewall passwords still in use,llm_paraphrase,S0020,Nobody changed the manufacturer's password when the firewall was set up.,False
P00120,Incoming connections are not restricted from the internet.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections open or unrestricted,llm_paraphrase,S0021,Incoming connections from the internet are not restricted.,False
P00121,Internet connections for incoming residents are not blocked.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections open or unrestricted,llm_paraphrase,S0021,Incoming connections from the internet are not restricted.,False
P00122,Residents' internet access is not restricted.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections open or unrestricted,llm_paraphrase,S0021,Incoming connections from the internet are not restricted.,False
P00123,Incoming internet connections are not restricted.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections open or unrestricted,llm_paraphrase,S0021,Incoming connections from the internet are not restricted.,False
P00124,The internet connection for incoming residents is not restricted.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections open or unrestricted,llm_paraphrase,S0021,Incoming connections from the internet are not restricted.,False
P00125,Incoming internet connections are unrestricted.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections open or unrestricted,llm_paraphrase,S0021,Incoming connections from the internet are not restricted.,False
P00126,The firewall's default settings permit all inbound traffic without restriction.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections open or unrestricted,llm_paraphrase,S0022,The firewall allows all inbound traffic through by default.,False
P00127,All inbound traffic is allowed to pass through by default without intervention.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections open or unrestricted,llm_paraphrase,S0022,The firewall allows all inbound traffic through by default.,False
P00128,The firewall's default configuration enables unrestricted inbound traffic.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections open or unrestricted,llm_paraphrase,S0022,The firewall allows all inbound traffic through by default.,False
P00129,"By default, the firewall allows all inbound traffic to pass through.",0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections open or unrestricted,llm_paraphrase,S0022,The firewall allows all inbound traffic through by default.,False
P00130,Inbound traffic is permitted to pass through the firewall without modification.,0,NON_COMPLIANT,CE1_Firewalls,Cyber Essentials,inbound connections open or unrestricted,llm_paraphrase,S0022,The firewall allows all inbound traffic through by default.,False
