id,sentence_text,label,label_text,control,framework,criterion,source,seed_id,seed_text,validated,split
S0035,Auto-run is disabled so USB sticks cannot launch programs automatically.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run/auto-play disabled,ce_definition,S0035,Auto-run is disabled so USB sticks cannot launch programs automatically.,True,train
S0036,Removable media does not run automatically when plugged into our machines.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run/auto-play disabled,ce_definition,S0036,Removable media does not run automatically when plugged into our machines.,True,train
S0037,Devices are configured to our security baseline before being issued to staff.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices hardened from default settings,ce_definition,S0037,Devices are configured to our security baseline before being issued to staff.,True,train
S0040,An up-to-date asset register lists every device and application in use.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,a software/asset inventory maintained,ce_definition,S0040,An up-to-date asset register lists every device and application in use.,True,train
S0041,Devices are still using the default passwords they came with.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,default/manufacturer passwords unchanged,ce_definition,S0041,Devices are still using the default passwords they came with.,True,train
S0042,The care records tablet has never had its factory password changed.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,default/manufacturer passwords unchanged,cqc_style,S0042,The care records tablet has never had its factory password changed.,True,train
S0043,Staff install software on work computers without asking anyone first.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,unnecessary or unknown software left installed,ce_definition,S0043,Staff install software on work computers without asking anyone first.,True,train
S0044,Several computers have games and personal applications installed on them.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,unnecessary or unknown software left installed,cqc_style,S0044,Several computers have games and personal applications installed on them.,True,train
S0045,Accounts for staff who left months ago are still active on the system.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,dormant or unused accounts left active,ce_definition,S0045,Accounts for staff who left months ago are still active on the system.,True,train
S0048,Auto-run has not been turned off on the office computers.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run left enabled on removable media,ce_definition,S0048,Auto-run has not been turned off on the office computers.,True,train
S0049,"Computers are used exactly as they arrived, with no security settings applied.",0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices left on out-of-the-box settings,ce_definition,S0049,"Computers are used exactly as they arrived, with no security settings applied.",True,train
S0052,The provider could not say how many devices were in use across the service.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,no inventory of installed software,cqc_style,S0052,The provider could not say how many devices were in use across the service.,True,train
S0053,Critical security updates are applied within fourteen days of release.,1,COMPLIANT,CE3_Patching,Cyber Essentials,security updates applied promptly / within 14 days,ce_definition,S0053,Critical security updates are applied within fourteen days of release.,True,train
S0055,Automatic updates are switched on across all our computers and tablets.,1,COMPLIANT,CE3_Patching,Cyber Essentials,automatic updates enabled,ce_definition,S0055,Automatic updates are switched on across all our computers and tablets.,True,train
S0057,All software we use is still supported and receives security updates.,1,COMPLIANT,CE3_Patching,Cyber Essentials,only supported/maintained software in use,ce_definition,S0057,All software we use is still supported and receives security updates.,True,train
S0058,We check that our applications remain within the vendor's support period.,1,COMPLIANT,CE3_Patching,Cyber Essentials,only supported/maintained software in use,ce_definition,S0058,We check that our applications remain within the vendor's support period.,True,train
S0059,Operating systems across the home are kept current with the latest updates.,1,COMPLIANT,CE3_Patching,Cyber Essentials,operating systems kept current,ce_definition,S0059,Operating systems across the home are kept current with the latest updates.,True,train
S0060,Our IT provider monitors patch status and reports on it monthly.,1,COMPLIANT,CE3_Patching,Cyber Essentials,patch status tracked/monitored,ce_definition,S0060,Our IT provider monitors patch status and reports on it monthly.,True,train
S0062,Equipment that can no longer be updated is replaced rather than kept in use.,1,COMPLIANT,CE3_Patching,Cyber Essentials,unsupported items removed or replaced,ce_definition,S0062,Equipment that can no longer be updated is replaced rather than kept in use.,True,train
S0065,Automatic updates have been turned off because staff found them disruptive.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,automatic updates disabled,ce_definition,S0065,Automatic updates have been turned off because staff found them disruptive.,True,train
S0066,Updates are disabled on the medication system computer.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,automatic updates disabled,cqc_style,S0066,Updates are disabled on the medication system computer.,True,train
S0067,Several computers are running software the vendor no longer supports.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,unsupported/end-of-life software in use,ce_definition,S0067,Several computers are running software the vendor no longer supports.,True,train
S0068,The office PC still runs an operating system that stopped receiving updates.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,unsupported/end-of-life software in use,cqc_style,S0068,The office PC still runs an operating system that stopped receiving updates.,True,train
S0069,Some machines are running outdated operating systems that are past end-of-life.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,outdated operating systems running,ce_definition,S0069,Some machines are running outdated operating systems that are past end-of-life.,True,train
S0070,There is no way of knowing whether devices have received their updates.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,no process for tracking patches,ce_definition,S0070,There is no way of knowing whether devices have received their updates.,True,train
S0072,Unsupported equipment is still in daily use with no plan to replace it.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,unsupported items knowingly retained without action,ce_definition,S0072,Unsupported equipment is still in daily use with no plan to replace it.,True,train
S0073,Multi-factor authentication is enabled for all remote access to our systems.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,MFA enabled on remote/cloud/internet-facing access,ce_definition,S0073,Multi-factor authentication is enabled for all remote access to our systems.,True,train
S0074,Staff must use a second factor to sign in to our cloud care records.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,MFA enabled on remote/cloud/internet-facing access,ce_definition,S0074,Staff must use a second factor to sign in to our cloud care records.,True,train
S0075,Our email accounts are protected by multi-factor authentication.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,MFA enabled on remote/cloud/internet-facing access,ce_definition,S0075,Our email accounts are protected by multi-factor authentication.,True,train
S0076,Staff only have access to the systems and records their role requires.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,least-privilege access,ce_definition,S0076,Staff only have access to the systems and records their role requires.,True,train
S0077,Access rights are granted on a least-privilege basis and reviewed regularly.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,least-privilege access,ce_definition,S0077,Access rights are granted on a least-privilege basis and reviewed regularly.,True,train
S0078,Care assistants can view care plans but cannot access payroll information.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,least-privilege access,cqc_style,S0078,Care assistants can view care plans but cannot access payroll information.,True,train
S0079,Administrator accounts are separate from the accounts used for daily work.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,"separate admin accounts, not used for daily work",ce_definition,S0079,Administrator accounts are separate from the accounts used for daily work.,True,train
S0080,The manager uses a standard account for email and a separate one for admin tasks.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,"separate admin accounts, not used for daily work",ce_definition,S0080,The manager uses a standard account for email and a separate one for admin tasks.,True,train
S0081,Accounts are disabled on a member of staff's last working day.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,leavers' accounts disabled promptly,ce_definition,S0081,Accounts are disabled on a member of staff's last working day.,True,train
S0086,Accounts lock after repeated failed sign-in attempts.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,a strong password policy enforced,ce_definition,S0086,Accounts lock after repeated failed sign-in attempts.,True,train
S0087,Remote access to the care system does not require multi-factor authentication.,0,NON_COMPLIANT,CE4_AccessControl,Cyber Essentials,no MFA on remote/cloud access,ce_definition,S0087,Remote access to the care system does not require multi-factor authentication.,True,train
S0088,Staff can sign in to email from home using only a password.,0,NON_COMPLIANT,CE4_AccessControl,Cyber Essentials,no MFA on remote/cloud access,ce_definition,S0088,Staff can sign in to email from home using only a password.,True,train
S0089,All staff can see every resident's full record regardless of their role.,0,NON_COMPLIANT,CE4_AccessControl,Cyber Essentials,staff have excessive or blanket access,ce_definition,S0089,All staff can see every resident's full record regardless of their role.,True,train
S0090,Kitchen staff have the same system access as senior care staff.,0,NON_COMPLIANT,CE4_AccessControl,Cyber Essentials,staff have excessive or blanket access,cqc_style,S0090,Kitchen staff have the same system access as senior care staff.,True,train
S0092,The manager uses the admin login for email and browsing the internet.,0,NON_COMPLIANT,CE4_AccessControl,Cyber Essentials,admin accounts used for everyday tasks,ce_definition,S0092,The manager uses the admin login for email and browsing the internet.,True,train
S0093,Staff who left the home still have working logins to the care system.,0,NON_COMPLIANT,CE4_AccessControl,Cyber Essentials,former staff accounts still active,ce_definition,S0093,Staff who left the home still have working logins to the care system.,True,train
S0094,Accounts are only removed when someone notices they are no longer needed.,0,NON_COMPLIANT,CE4_AccessControl,Cyber Essentials,former staff accounts still active,cqc_style,S0094,Accounts are only removed when someone notices they are no longer needed.,True,train
S0095,Staff share a single login for the care records system.,0,NON_COMPLIANT,CE4_AccessControl,Cyber Essentials,shared/generic accounts or shared passwords,ce_definition,S0095,Staff share a single login for the care records system.,True,train
S0097,Night staff use a shared generic account to record care notes.,0,NON_COMPLIANT,CE4_AccessControl,Cyber Essentials,shared/generic accounts or shared passwords,cqc_style,S0097,Night staff use a shared generic account to record care notes.,True,train
S0100,Accounts do not lock out after repeated failed login attempts.,0,NON_COMPLIANT,CE4_AccessControl,Cyber Essentials,no password policy / weak or default passwords,ce_definition,S0100,Accounts do not lock out after repeated failed login attempts.,True,train
S0102,Microsoft Defender is active on all our Windows devices.,1,COMPLIANT,CE5_Malware,Cyber Essentials,anti-malware installed and active on all devices,ce_definition,S0102,Microsoft Defender is active on all our Windows devices.,True,train
S0103,"Every laptop, including those used off-site, has malware protection enabled.",1,COMPLIANT,CE5_Malware,Cyber Essentials,anti-malware installed and active on all devices,ce_definition,S0103,"Every laptop, including those used off-site, has malware protection enabled.",True,train
S0104,Malware definitions are updated daily on all protected devices.,1,COMPLIANT,CE5_Malware,Cyber Essentials,malware definitions kept up to date,ce_definition,S0104,Malware definitions are updated daily on all protected devices.,True,train
S0105,Our anti-virus software updates itself automatically each day.,1,COMPLIANT,CE5_Malware,Cyber Essentials,malware definitions kept up to date,ce_definition,S0105,Our anti-virus software updates itself automatically each day.,True,train
S0108,Web filtering prevents staff from reaching known malicious websites.,1,COMPLIANT,CE5_Malware,Cyber Essentials,web filtering blocking malicious sites,ce_definition,S0108,Web filtering prevents staff from reaching known malicious websites.,True,train
S0109,Only approved applications are permitted to run on our computers.,1,COMPLIANT,CE5_Malware,Cyber Essentials,application allow-listing in place,ce_definition,S0109,Only approved applications are permitted to run on our computers.,True,train
S0110,Real-time scanning is enabled so files are checked as they are opened.,1,COMPLIANT,CE5_Malware,Cyber Essentials,real-time scanning enabled,ce_definition,S0110,Real-time scanning is enabled so files are checked as they are opened.,True,train
S0111,Detections from the anti-malware software are reviewed by our IT provider.,1,COMPLIANT,CE5_Malware,Cyber Essentials,anti-malware installed and active on all devices,ce_definition,S0111,Detections from the anti-malware software are reviewed by our IT provider.,True,train
S0113,There is no malware protection on the machine used for care records.,0,NON_COMPLIANT,CE5_Malware,Cyber Essentials,no antivirus/anti-malware on devices,cqc_style,S0113,There is no malware protection on the machine used for care records.,True,train
S0114,"Staff use their own laptops, which have no anti-virus protection.",0,NON_COMPLIANT,CE5_Malware,Cyber Essentials,no antivirus/anti-malware on devices,cqc_style,S0114,"Staff use their own laptops, which have no anti-virus protection.",True,train
S0115,The anti-virus definitions on most devices are several months out of date.,0,NON_COMPLIANT,CE5_Malware,Cyber Essentials,definitions out of date / not maintained,ce_definition,S0115,The anti-virus definitions on most devices are several months out of date.,True,train
S0116,Malware protection is installed but has not updated since last year.,0,NON_COMPLIANT,CE5_Malware,Cyber Essentials,definitions out of date / not maintained,ce_definition,S0116,Malware protection is installed but has not updated since last year.,True,train
S0118,Malicious attachments reach staff inboxes because nothing filters them.,0,NON_COMPLIANT,CE5_Malware,Cyber Essentials,no email filtering for malware/phishing,ce_definition,S0118,Malicious attachments reach staff inboxes because nothing filters them.,True,train
S0119,Staff can browse any website they like with no filtering in place.,0,NON_COMPLIANT,CE5_Malware,Cyber Essentials,"unrestricted web access, no filtering",ce_definition,S0119,Staff can browse any website they like with no filtering in place.,True,train
S0121,Anti-virus is installed on the office PC but has been disabled.,0,NON_COMPLIANT,CE5_Malware,Cyber Essentials,anti-malware installed but disabled/unmaintained,ce_definition,S0121,Anti-virus is installed on the office PC but has been disabled.,True,train
S0122,Alerts from the anti-virus software are logged but never looked at.,0,NON_COMPLIANT,CE5_Malware,Cyber Essentials,anti-malware installed but disabled/unmaintained,cqc_style,S0122,Alerts from the anti-virus software are logged but never looked at.,True,train
S0125,Responsibility for confidential resident information is clearly assigned.,1,COMPLIANT,DSPT1_ConfidentialData,DSPT,clear accountability for confidential data,dspt_definition,S0125,Responsibility for confidential resident information is clearly assigned.,True,train
S0126,The registered manager holds overall accountability for data protection.,1,COMPLIANT,DSPT1_ConfidentialData,DSPT,clear accountability for confidential data,dspt_definition,S0126,The registered manager holds overall accountability for data protection.,True,train
S0128,Care records are treated as confidential and handled accordingly.,1,COMPLIANT,DSPT1_ConfidentialData,DSPT,responsible handling of personal confidential data,cqc_style,S0128,Care records are treated as confidential and handled accordingly.,True,train
S0131,It is unclear who is accountable for data protection at the home.,0,NON_COMPLIANT,DSPT1_ConfidentialData,DSPT,no clarity on who is accountable,dspt_definition,S0131,It is unclear who is accountable for data protection at the home.,True,train
S0132,Nobody has been given responsibility for confidential information.,0,NON_COMPLIANT,DSPT1_ConfidentialData,DSPT,no clarity on who is accountable,dspt_definition,S0132,Nobody has been given responsibility for confidential information.,True,train
S0134,Confidential handover notes were left in the staff room overnight.,0,NON_COMPLIANT,DSPT1_ConfidentialData,DSPT,careless or undefined handling of confidential data,cqc_style,S0134,Confidential handover notes were left in the staff room overnight.,True,train
S0135,Confidentiality obligations are written into every member of staff's contract.,1,COMPLIANT,DSPT2_StaffResponsibilities,DSPT,confidentiality/data terms included in staff contracts,dspt_definition,S0135,Confidentiality obligations are written into every member of staff's contract.,True,train
S0137,Staff sign a confidentiality agreement when they join the service.,1,COMPLIANT,DSPT2_StaffResponsibilities,DSPT,confidentiality/data terms included in staff contracts,dspt_definition,S0137,Staff sign a confidentiality agreement when they join the service.,True,train
S0138,Breaches of our data policy are dealt with through the disciplinary process.,1,COMPLIANT,DSPT2_StaffResponsibilities,DSPT,breaches handled through a defined process,dspt_definition,S0138,Breaches of our data policy are dealt with through the disciplinary process.,True,train
S0140,Staff contracts say nothing about data protection or confidentiality.,0,NON_COMPLIANT,DSPT2_StaffResponsibilities,DSPT,no data responsibilities in contracts,dspt_definition,S0140,Staff contracts say nothing about data protection or confidentiality.,True,train
S0142,Data policy breaches have occurred but no action was taken.,0,NON_COMPLIANT,DSPT2_StaffResponsibilities,DSPT,breaches ignored or not acted upon,dspt_definition,S0142,Data policy breaches have occurred but no action was taken.,True,train
S0145,Information governance training is refreshed annually for the whole team.,1,COMPLIANT,DSPT3_Training,DSPT,staff completed annual data security/IG training,dspt_definition,S0145,Information governance training is refreshed annually for the whole team.,True,train
S0146,Every member of staff completed their data security module this year.,1,COMPLIANT,DSPT3_Training,DSPT,staff completed annual data security/IG training,dspt_definition,S0146,Every member of staff completed their data security module this year.,True,train
S0147,New starters receive data security training during their induction.,1,COMPLIANT,DSPT3_Training,DSPT,training completed at induction,dspt_definition,S0147,New starters receive data security training during their induction.,True,train
S0148,Information governance is covered in the first week of induction.,1,COMPLIANT,DSPT3_Training,DSPT,training completed at induction,dspt_definition,S0148,Information governance is covered in the first week of induction.,True,train
S0150,Our training matrix shows all staff are up to date on data security.,1,COMPLIANT,DSPT3_Training,DSPT,high completion rates recorded,cqc_style,S0150,Our training matrix shows all staff are up to date on data security.,True,train
S0152,Completion of the mandatory data security assessment is tracked for every member of staff.,1,COMPLIANT,DSPT3_Training,DSPT,mandatory test passed,dspt_definition,S0152,Completion of the mandatory data security assessment is tracked for every member of staff.,True,train
S0153,Staff receive phishing awareness training so they can spot suspicious emails.,1,COMPLIANT,DSPT3_Training,DSPT,phishing/awareness training delivered,dspt_definition,S0153,Staff receive phishing awareness training so they can spot suspicious emails.,True,train
S0154,We run regular awareness sessions on recognising cyber threats.,1,COMPLIANT,DSPT3_Training,DSPT,phishing/awareness training delivered,dspt_definition,S0154,We run regular awareness sessions on recognising cyber threats.,True,train
S0156,There is no annual data security training for the team.,0,NON_COMPLIANT,DSPT3_Training,DSPT,staff have not completed training,dspt_definition,S0156,There is no annual data security training for the team.,True,train
S0157,New staff start work without any training on information governance.,0,NON_COMPLIANT,DSPT3_Training,DSPT,no induction training on data security,dspt_definition,S0157,New staff start work without any training on information governance.,True,train
S0158,Induction does not include anything about handling confidential data.,0,NON_COMPLIANT,DSPT3_Training,DSPT,no induction training on data security,dspt_definition,S0158,Induction does not include anything about handling confidential data.,True,train
S0159,Only thirty per cent of staff have completed the data security module.,0,NON_COMPLIANT,DSPT3_Training,DSPT,low or unrecorded completion rates,dspt_definition,S0159,Only thirty per cent of staff have completed the data security module.,True,train
S0161,Only the registered manager has received information governance training.,0,NON_COMPLIANT,DSPT3_Training,DSPT,low or unrecorded completion rates,cqc_style,S0161,Only the registered manager has received information governance training.,True,train
S0163,Data security training is optional and few staff have taken it.,0,NON_COMPLIANT,DSPT3_Training,DSPT,training not tested or not mandatory,dspt_definition,S0163,Data security training is optional and few staff have taken it.,True,train
S0164,Staff have had no training on recognising phishing emails.,0,NON_COMPLIANT,DSPT3_Training,DSPT,no awareness training provided,dspt_definition,S0164,Staff have had no training on recognising phishing emails.,True,train
S0165,There is no cyber awareness training of any kind at the service.,0,NON_COMPLIANT,DSPT3_Training,DSPT,no awareness training provided,dspt_definition,S0165,There is no cyber awareness training of any kind at the service.,True,train
S0166,Access to care records is restricted to staff who need it for their role.,1,COMPLIANT,DSPT4_DataAccess,DSPT,access restricted to staff who need it,dspt_definition,S0166,Access to care records is restricted to staff who need it for their role.,True,train
S0168,Access to personal data is removed as soon as it is no longer needed for the role.,1,COMPLIANT,DSPT4_DataAccess,DSPT,access removed when role changes/ends,dspt_definition,S0168,Access to personal data is removed as soon as it is no longer needed for the role.,True,train
S0169,"When staff change roles, their access rights are updated to match.",1,COMPLIANT,DSPT4_DataAccess,DSPT,access removed when role changes/ends,dspt_definition,S0169,"When staff change roles, their access rights are updated to match.",True,train
S0170,Every access to a resident's record can be traced back to an individual.,1,COMPLIANT,DSPT4_DataAccess,DSPT,access attributable to individuals,dspt_definition,S0170,Every access to a resident's record can be traced back to an individual.,True,train
S0173,Access permissions are set according to job role and reviewed regularly.,1,COMPLIANT,DSPT4_DataAccess,DSPT,role-based access enforced,dspt_definition,S0173,Access permissions are set according to job role and reviewed regularly.,True,train
S0174,Staff can access resident records that have nothing to do with their role.,0,NON_COMPLIANT,DSPT4_DataAccess,DSPT,data accessible to staff who don't need it,dspt_definition,S0174,Staff can access resident records that have nothing to do with their role.,True,train
S0177,A member of staff retained access to payroll data after moving to a care role.,0,NON_COMPLIANT,DSPT4_DataAccess,DSPT,access retained after it is no longer needed,cqc_style,S0177,A member of staff retained access to payroll data after moving to a care role.,True,train
S0178,"Because logins are shared, it is not possible to tell who viewed a record.",0,NON_COMPLIANT,DSPT4_DataAccess,DSPT,access not attributable (shared logins),dspt_definition,S0178,"Because logins are shared, it is not possible to tell who viewed a record.",True,train
S0180,There are no role-based restrictions on the care records system.,0,NON_COMPLIANT,DSPT4_DataAccess,DSPT,no role-based restrictions,dspt_definition,S0180,There are no role-based restrictions on the care records system.,True,train
S0181,The provider had no system for managing who could access sensitive data.,0,NON_COMPLIANT,DSPT4_DataAccess,DSPT,no role-based restrictions,cqc_style,S0181,The provider had no system for managing who could access sensitive data.,True,train
S0182,Our data handling processes are reviewed at least once a year.,1,COMPLIANT,DSPT5_ProcessReviews,DSPT,processes reviewed at least annually,dspt_definition,S0182,Our data handling processes are reviewed at least once a year.,True,train
S0184,We hold workshops after any near miss to improve the process involved.,1,COMPLIANT,DSPT5_ProcessReviews,DSPT,reviews used to improve after breaches/near misses,dspt_definition,S0184,We hold workshops after any near miss to improve the process involved.,True,train
S0185,Lessons from previous incidents are used to change how we work.,1,COMPLIANT,DSPT5_ProcessReviews,DSPT,reviews used to improve after breaches/near misses,dspt_definition,S0185,Lessons from previous incidents are used to change how we work.,True,train
S0187,Our data handling processes have never been reviewed.,0,NON_COMPLIANT,DSPT5_ProcessReviews,DSPT,processes never reviewed,dspt_definition,S0187,Our data handling processes have never been reviewed.,True,train
S0189,Near misses are not discussed and nothing changes as a result.,0,NON_COMPLIANT,DSPT5_ProcessReviews,DSPT,no learning from breaches or near misses,dspt_definition,S0189,Near misses are not discussed and nothing changes as a result.,True,train
S0190,Previous data breaches did not lead to any change in practice.,0,NON_COMPLIANT,DSPT5_ProcessReviews,DSPT,no learning from breaches or near misses,cqc_style,S0190,Previous data breaches did not lead to any change in practice.,True,train
S0194,Data breaches are reported to the Information Commissioner's Office within 72 hours.,1,COMPLIANT,DSPT6_Incidents,DSPT,breaches reported to ICO within 72 hours,dspt_definition,S0194,Data breaches are reported to the Information Commissioner's Office within 72 hours.,True,train
S0195,Any reportable breach is notified to the ICO within the required timeframe.,1,COMPLIANT,DSPT6_Incidents,DSPT,breaches reported to ICO within 72 hours,dspt_definition,S0195,Any reportable breach is notified to the ICO within the required timeframe.,True,train
S0196,All incidents and near misses are recorded in our incident log.,1,COMPLIANT,DSPT6_Incidents,DSPT,incidents logged and reviewed,dspt_definition,S0196,All incidents and near misses are recorded in our incident log.,True,train
S0197,The incident log is reviewed by the management team each month.,1,COMPLIANT,DSPT6_Incidents,DSPT,incidents logged and reviewed,dspt_definition,S0197,The incident log is reviewed by the management team each month.,True,train
S0198,Staff know who to tell if they think a data breach has happened.,1,COMPLIANT,DSPT6_Incidents,DSPT,staff know how to report incidents,dspt_definition,S0198,Staff know who to tell if they think a data breach has happened.,True,train
S0200,We act on security advisories when they are issued.,1,COMPLIANT,DSPT6_Incidents,DSPT,security advisories acted upon,dspt_definition,S0200,We act on security advisories when they are issued.,True,train
S0201,There is no procedure for responding to a data security incident.,0,NON_COMPLIANT,DSPT6_Incidents,DSPT,no incident response procedure,dspt_definition,S0201,There is no procedure for responding to a data security incident.,True,train
S0204,The breach was reported to the regulator several weeks after it was discovered.,0,NON_COMPLIANT,DSPT6_Incidents,DSPT,breaches not reported / reported late,cqc_style,S0204,The breach was reported to the regulator several weeks after it was discovered.,True,train
S0205,Incidents are dealt with informally and not written down anywhere.,0,NON_COMPLIANT,DSPT6_Incidents,DSPT,incidents not recorded,dspt_definition,S0205,Incidents are dealt with informally and not written down anywhere.,True,train
S0207,Staff did not know how to report a suspected data breach.,0,NON_COMPLIANT,DSPT6_Incidents,DSPT,staff don't know how to report incidents,cqc_style,S0207,Staff did not know how to report a suspected data breach.,True,train
